horizon_s,n,gross_mean_pct,net_mean_pct,net_median_pct,win_rate,n_wins,sd_pct,t_stat
60,156,0.2634076046511928,-0.25439000637645576,-0.22456819676697012,0.10897435897435898,17,0.22894125430653298,-13.878364434104427
30,156,0.25912951601720013,-0.25866809501044846,-0.2266320233633916,0.09615384615384616,15,0.2214320526059398,-14.590315327695658
15,156,0.25807512805679367,-0.2597224829708549,-0.22655625822030795,0.08333333333333333,13,0.2043541594857751,-15.87407264303768
120,156,0.2578206289910364,-0.2599769820366121,-0.22309058863485343,0.14743589743589744,23,0.29114771307028736,-11.152797425933061
300,156,0.25128836586003206,-0.2665092451676165,-0.23400810377572318,0.17307692307692307,27,0.41482821283649646,-8.02428403432836
900,156,0.09919117388689053,-0.41860643714075796,-0.3340149456583684,0.23717948717948717,37,1.1245252346022374,-4.649422319073883
