bucket,n,gross_mean_pct,net_mean_pct,win_rate
session_asia,113,1.9961211881570633,1.469214544791571,0.9911504424778761
session_europe,126,2.005286552819021,1.4728657407670933,0.9920634920634921
session_us,130,2.0042066904144678,1.4781433914187365,0.9846153846153847
funding_pm30m,40,1.9344958233951233,1.3992730564361335,0.975
funding_other,321,2.0399896205545334,1.5138980013376093,0.9937694704049844
us_open_window,32,2.071388497379366,1.53195826881745,1.0
us_open_other,329,2.0241096328804575,1.498205216062795,0.9908814589665653
high_vol_window,1,1.9031002281622595,1.3577003621383663,1.0
high_vol_other,360,2.028648335849022,1.5015957786796659,0.9916666666666667
