horizon_s,n,mfe_median_pct,mfe_p75_pct,mfe_p90_pct,mae_median_pct
15,361,0.8013443262949677,0.8480050248120603,0.8834174183689574,0.0
30,361,1.4298903018336528,1.485731753167031,1.5245334976026719,0.0
60,361,2.1580466517087182,2.2772391496787643,2.3522758666500687,0.0
120,361,2.1660528600606876,2.279145169960983,2.361960274675629,0.0
300,361,2.172003340118907,2.2951346390455436,2.4025503662742764,0.0
900,361,2.1980728115973847,2.3135405370224675,3.7454607951792043,0.0
