cost_multiplier,best_horizon_s,net_mean_pct,win_rate,n,positive
1.0,60,1.5011971764177785,0.9916897506925207,361,true
1.5,60,1.2376454860479837,0.9916897506925207,361,true
2.0,60,0.9740937956781883,0.9916897506925207,361,true
