horizon_s,n,gross_mean_pct,net_mean_pct,net_median_pct,win_rate,n_wins,sd_pct,t_stat
60,361,2.0283005571573685,1.5011971764177785,1.5458245193101892,0.9916897506925207,358,0.45016431537150303,63.36074490577753
120,361,1.485271153374179,0.9581677726345886,0.9758563298477019,0.9833795013850416,355,0.5393124965678195,33.75628748807946
30,361,1.4076131598815993,0.880509779142009,0.9162017211034892,0.9916897506925207,358,0.2547680665423622,65.66633735047166
300,361,1.0828356871493647,0.5557323064097747,0.527352977938832,0.925207756232687,334,0.7840786659346781,13.466651090676896
900,361,0.9350868355780575,0.407983454838467,0.4649119303935756,0.8033240997229917,290,1.442040961088874,5.375496155169985
15,361,0.7689873840041697,0.2418840032645794,0.2815448824333032,0.8975069252077562,324,0.1843692603680952,24.927127509496174
