horizon_s,n,mfe_median_pct,mfe_p75_pct,mfe_p90_pct,mae_median_pct
15,21,0.018818886443118615,0.023258659278567552,0.026896571411805254,0.0
30,21,0.025061609109852463,0.033719482622396324,0.03794825524107472,0.0
60,21,0.03718751553686755,0.04077492958523079,0.05074429040690757,0.0
120,21,0.040255950432592516,0.047178205839047714,0.05482920253558694,0.0
300,21,0.04334456229542609,0.0641068759253981,0.08110873973381724,-0.012307607574758272
900,21,0.07519038717884877,0.09882140596611726,0.11408087547839171,-0.01670496776300724
