horizon_s,n,gross_mean_pct,net_mean_pct,net_median_pct,win_rate,n_wins,sd_pct,t_stat
60,21,0.028780058250307456,-0.09899394738938508,-0.09750237950830237,0.0,0,0.018296658138050436,-24.793995375084965
120,21,0.023140834718976645,-0.10463317092071588,-0.10919910958554442,0.0,0,0.019195704691354922,-24.978995752282962
30,21,0.02277751461966905,-0.10499649102002345,-0.10564889563742848,0.0,0,0.013033942554090232,-36.915489369946286
300,21,0.01500710536914224,-0.11276690027055028,-0.1177234005419274,0.0,0,0.0445426448335685,-11.601530585042559
15,21,0.01462487472996974,-0.1131491309097228,-0.11105622668353424,0.0,0,0.012250296504112626,-42.32668630005799
900,21,0.013739744027474429,-0.11403426161221807,-0.10332393296264415,0.0,0,0.07095527259189638,-7.364789346409582
