window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor,stratum
10,6.0,86400,308,0.048701298701298704,-1.341521730546968,-2.2513199017742087,-413.18869300846615,84.23984686370099,-15.920912412998952,17.713493304599563,1.7456440565868496,1211.5,0.9415584415584416,0.048701298701298704,0.048701298701298704,0.045454545454545456,0.045454545454545456,0.03896103896103896,0.5052956502540885,align:counter_trend
3,4.0,900,1066,0.14915572232645402,-1.2394485877759498,-1.5769233437437804,-1321.2521945691624,8.880475707455362,-6.809168837737778,1.408243247560606,1.268987006577048,900.0,0.4352720450281426,0.07129455909943715,0.04221388367729831,0.02345215759849906,0.00375234521575985,0.0,0.15348695559092404,align:unknown
3,4.0,3600,1066,0.2026266416510319,-1.1638101377979106,-2.1072919876342646,-1240.6216068925728,19.70116720918958,-6.809168837737778,2.877089622864518,1.268987006577048,1385.0,0.649155722326454,0.13133208255159476,0.0900562851782364,0.06378986866791744,0.027204502814258912,0.0009380863039399625,0.29455030370206947,align:unknown
3,4.0,14400,1066,0.15196998123827393,-1.175491692863239,-2.126091703510655,-1253.0741445922129,33.762626605146316,-6.809168837737778,5.247410863086297,1.268987006577048,1385.0,0.7964352720450282,0.12288930581613508,0.10600375234521577,0.09380863039399624,0.07129455909943715,0.008442776735459663,0.3767974686829463,align:unknown
3,4.0,86400,1066,0.09099437148217636,-0.6766760543077707,-2.1538397970387777,-721.3366738920836,107.62456648927592,-6.809168837737778,23.014995876659118,1.268987006577048,1385.0,0.900562851782364,0.07598499061913697,0.0675422138836773,0.06660412757973734,0.0647279549718574,0.06378986866791744,0.6782693416593625,align:unknown
3,6.0,900,373,0.12332439678284182,-1.4003315726256327,-1.4942041716722472,-522.323676589361,4.096698582256034,-7.595225036398501,1.3401116014629422,1.4298527950543984,900.0,0.38337801608579086,0.06970509383378017,0.040214477211796246,0.013404825737265416,0.0,0.0,0.11263421546503771,align:unknown
3,6.0,3600,373,0.18498659517426275,-1.4201726049961556,-2.1108320888798864,-529.7243816635661,8.03677696165925,-7.595225036398501,2.545827896329648,1.4298527950543984,1762.0,0.613941018766756,0.10455764075067024,0.064343163538874,0.040214477211796246,0.01876675603217158,0.0,0.19939567339351713,align:unknown
3,6.0,14400,373,0.14745308310991956,-1.29954897233629,-2.166927422859665,-484.7317666814362,33.762626605146316,-7.595225036398501,4.764715916563514,1.4298527950543984,1762.0,0.7721179624664879,0.11528150134048257,0.10187667560321716,0.09651474530831099,0.06702412868632708,0.005361930294906166,0.34859214176901915,align:unknown
3,6.0,86400,373,0.10723860589812333,-0.7420308365543871,-2.193065173383513,-276.7775020347864,52.913944081018755,-7.595225036398501,21.51138752982627,1.4298527950543984,1762.0,0.8793565683646113,0.09115281501340483,0.08847184986595175,0.08847184986595175,0.08310991957104558,0.08042895442359249,0.665894000556866,align:unknown
5,4.0,900,718,0.149025069637883,-1.2096992746826278,-1.4928463747086504,-868.5640792221268,10.209117913671632,-6.754607881309341,1.5848736073198513,1.3191653447195106,900.0,0.4025069637883008,0.08495821727019498,0.05153203342618384,0.026462395543175487,0.005571030640668524,0.001392757660167131,0.17772851925494543,align:unknown
5,4.0,3600,718,0.1991643454038997,-1.1551824500041525,-2.1103494983935613,-829.4209991029815,20.127134185465888,-6.754607881309341,3.0664059269732222,1.3191653447195106,1689.0,0.6295264623955432,0.12813370473537605,0.0905292479108635,0.06685236768802229,0.033426183844011144,0.002785515320334262,0.3121254528892008,align:unknown
5,4.0,14400,718,0.15459610027855153,-1.2029364353847711,-2.151042934255095,-863.7083606062656,30.241403084583336,-6.754607881309341,5.25671134955358,1.3191653447195106,1689.0,0.7938718662952646,0.12256267409470752,0.11142061281337047,0.09192200557103064,0.06963788300835655,0.008356545961002786,0.37684959851985667,align:unknown
